gene_id,best_BLAST_hit,eval,pannzer_description,pannzer_gene_name,molecular_function,biological_processes,cellular_component
Hsym|HyS0001.165,CDW73044.1_uncharacterized_protein_containing_a_nrps_condensation_domain_[Stylonychia_lemnae],4.10E-06,NA,NA,NA,NA,NA
Hsym|HyS0001.166,XP_015771981.1_PREDICTED:_monocarboxylate_transporter_12-like_isoform_X1_[Acropora_digitifera],4.90E-44,NA,NA,NA,NA,NA
Hsym|HyS0001.167,XP_001638270.1_predicted_protein_[Nematostella_vectensis],1.10E-40,NA,NA,NA,NA,NA
Hsym|HyS0001.168,XP_020614166.1_dopamine_receptor_2-like_[Orbicella_faveolata],1.80E-17,NA,NA,NA,NA,NA
Hsym|HyS0001.169,XP_002157837.2_PREDICTED:_cdc42-interacting_protein_4_homolog_[Hydra_vulgaris],1.50E-185,Thyroid_hormone_receptor_interactor_10,NA,NA,NA,NA
Hsym|HyS0001.170,XP_012558527.1_PREDICTED:_far_upstream_element-binding_protein_3-like_isoform_X3_[Hydra_vulgaris],1.60E-150,Far_upstream_element-binding_protein_3,NA,RNA_binding,"regulation_of_transcription,_DNA-templated",nucleus
Hsym|HyS0001.171,XP_002160119.1_PREDICTED:_trans-L-3-hydroxyproline_dehydratase-like_[Hydra_vulgaris],1.80E-118,trans-3-hydroxy-L-proline_dehydratase,NA,hydro-lyase_activity,regulation_of_ion_transmembrane_transport,integral_component_of_membrane
Hsym|HyS0001.172,XP_012564263.1_PREDICTED:_kinesin-like_protein_KIF14_[Hydra_vulgaris],0,Kinesin_motor_domain-containing_protein_(Fragment),KIF14,microtubule_motor_activity,microtubule-based_movement,Flemming_body
Hsym|HyS0001.173,XP_002158884.2_PREDICTED:_nucleobindin-2-like_isoform_X1_[Hydra_vulgaris],1.20E-104,DNA-binding_protein_of_the_nucleobindin_family,NA,calcium_ion_binding,carbohydrate_metabolic_process,endoplasmic_reticulum-Golgi_intermediate_compartment
Hsym|HyS0001.174,XP_002739447.1_PREDICTED:_solute_carrier_family_15_member_4-like_[Saccoglossus_kowalevskii],3.50E-119,"Solute_carrier_family_15_(oligopeptide_transporter),_member_4",SLC15A4,transmembrane_transporter_activity,oligopeptide_transport,integral_component_of_membrane
Hsym|HyS0001.175,XP_012555992.1_PREDICTED:_kinesin-like_protein_KIF23_isoform_X1_[Hydra_vulgaris],9.40E-300,Kinesin_motor_domain-containing_protein,KIF23,microtubule_motor_activity,plus-end-directed_vesicle_transport_along_microtubule,microtubule
Hsym|HyS0001.176,PFX20338.1_hypothetical_protein_AWC38_SpisGene15206_[Stylophora_pistillata],7.50E-19,NA,NA,NA,NA,NA
Hsym|HyS0001.177,XP_022790447.1_CD151_antigen-like_[Stylophora_pistillata],1.40E-24,NA,NA,NA,NA,NA
Hsym|HyS0001.178,XP_002162040.1_PREDICTED:_exosome_complex_component_CSL4-like_[Hydra_vulgaris],7.90E-68,Exosome_complex_component_CSL,EXOSC1,RNA_binding,RNA_processing,exosome_(RNase_complex)
Hsym|HyS0001.179,XP_012559590.1_PREDICTED:_probable_serine_racemase_[Hydra_vulgaris],2.60E-79,L-threonine_dehydratase_catabolic_TdcB,NA,L-threonine_ammonia-lyase_activity,L-serine_catabolic_process,integral_component_of_membrane
Hsym|HyS0001.180,XP_012559588.1_PREDICTED:_probable_cation-transporting_ATPase_13A3_[Hydra_vulgaris],0,Cation-transporting_ATPase,NA,ATPase_activity,cation_transport,integral_component_of_membrane
Hsym|HyS0001.181,XP_028416582.1_uncharacterized_protein_LOC114540659_[Dendronephthya_gigantea],5.50E-08,NA,NA,NA,NA,NA
Hsym|HyS0001.182,RMX37173.1_hypothetical_protein_pdam_00010691_[Pocillopora_damicornis],8.30E-201,Prohibitins_and_stomatins_of_the_pid_superfamily,NA,RNA_polymerase_binding,regulation_of_acid-sensing_ion_channel_activity,integral_component_of_membrane
Hsym|HyS0001.184,PFX22544.1_Intelectin-1_[Stylophora_pistillata],4.80E-18,NA,NA,NA,NA,NA
Hsym|HyS0001.185,XP_012566709.1_PREDICTED:_uncharacterized_protein_LOC101239179_[Hydra_vulgaris],4.60E-29,NA,NA,NA,NA,NA
Hsym|HyS0001.186,XP_027199906.1_discoidin_domain-containing_receptor_2-like_isoform_X2_[Dermatophagoides_pteronyssinus],1.60E-10,NA,NA,NA,NA,NA
Hsym|HyS0001.187,XP_012562957.1_PREDICTED:_discoidin_domain-containing_receptor_2_isoform_X2_[Hydra_vulgaris],1.30E-68,NA,NA,NA,NA,NA
Hsym|HyS0001.188,XP_012566709.1_PREDICTED:_uncharacterized_protein_LOC101239179_[Hydra_vulgaris],1.50E-18,NA,NA,NA,NA,NA
Hsym|HyS0001.191,XP_012562957.1_PREDICTED:_discoidin_domain-containing_receptor_2_isoform_X2_[Hydra_vulgaris],3.60E-38,NA,NA,NA,NA,NA
Hsym|HyS0001.192,XP_012562956.1_PREDICTED:_discoidin_domain-containing_receptor_2_isoform_X1_[Hydra_vulgaris],4.30E-04,NA,NA,NA,NA,NA
Hsym|HyS0001.193,"RMX39064.1_hypothetical_protein_pdam_00022409,_partial_[Pocillopora_damicornis]",4.30E-22,NA,NA,NA,NA,NA
Hsym|HyS0001.194,ACM68729.1_protein_kinase_Mos2_[Clytia_hemisphaerica],1.60E-80,Serine/threonine-protein_kinase-transforming_protein_mos,MOS,protein_serine/threonine_kinase_activity,protein_phosphorylation,cytosol
Hsym|HyS0001.195,XP_026027759.1_B-cell_receptor_CD22-like_[Astatotilapia_calliptera],4.30E-13,NA,NA,NA,NA,NA
Hsym|HyS0001.196,XP_012559151.1_PREDICTED:_potassium_voltage-gated_channel_subfamily_A_member_1-like_[Hydra_vulgaris],3.90E-63,NA,NA,NA,NA,NA
Hsym|HyS0001.197,XP_002159184.2_PREDICTED:_chymotrypsin-like_elastase_family_member_3B_[Hydra_vulgaris],1.20E-69,Sea_star_regeneration-associated_protease_SRAP,NA,serine-type_endopeptidase_activity,proteolysis,extracellular_region
Hsym|HyS0001.198,XP_021370202.1_Williams-Beuren_syndrome_chromosomal_region_27_protein-like_[Mizuhopecten_yessoensis],3.00E-12,NA,NA,NA,NA,NA
Hsym|HyS0001.199,XP_012561916.1_PREDICTED:_potassium_voltage-gated_channel_subfamily_A_member_1-like_[Hydra_vulgaris],3.80E-52,Potassium_voltage-gated_channel_subfamily_A_member_3,KCNA6,voltage-gated_potassium_channel_activity,regulation_of_ion_transmembrane_transport,voltage-gated_potassium_channel_complex
Hsym|HyS0001.200,XP_020624510.1_A_disintegrin_and_metalloproteinase_with_thrombospondin_motifs_6-like_[Orbicella_faveolata],1.00E-221,A_disintegrin_and_metalloproteinase_with_thrombospondin_motifs_16,NA,metalloendopeptidase_activity,integrin-mediated_signaling_pathway,basement_membrane
Hsym|HyS0001.202,XP_012554416.1_PREDICTED:_uncharacterized_protein_LOC100208687_[Hydra_vulgaris],1.50E-28,CUB_domain-containing_protein_(Fragment),NA,NA,NA,NA
Hsym|HyS0001.203,XP_012554417.1_PREDICTED:_NADPH-dependent_diflavin_oxidoreductase_1-like_[Hydra_vulgaris],3.10E-203,NADPH-dependent_diflavin_oxidoreductase_1,NDOR1,NADPH-hemoprotein_reductase_activity,iron-sulfur_cluster_assembly,perinuclear_region_of_cytoplasm
Hsym|HyS0001.204,XP_012556891.1_PREDICTED:_ATP-binding_cassette_sub-family_A_member_1_[Hydra_vulgaris],0,ATP-binding_cassette_sub-family_A_member_2,ABCA2,ATPase-coupled_transmembrane_transporter_activity,transmembrane_transport,lysosome
Hsym|HyS0001.206,XP_011683244.1_PREDICTED:_uncharacterized_protein_LOC105447183_[Strongylocentrotus_purpuratus],2.30E-04,NA,NA,NA,NA,NA
Hsym|HyS0001.207,XP_012555548.1_PREDICTED:_cholinephosphotransferase_1-like_[Hydra_vulgaris],1.40E-124,Choline/ethanolaminephosphotransferase,NA,"phosphotransferase_activity,_for_other_substituted_phosphate_groups",phospholipid_biosynthetic_process,integral_component_of_membrane
Hsym|HyS0001.208,XP_002163264.3_PREDICTED:_zinc-binding_alcohol_dehydrogenase_domain-containing_protein_2-like_[Hydra_vulgaris],8.70E-129,Zinc-binding_alcohol_dehydrogenase_domain-containing_protein_2,ZADH2,zinc_ion_binding,oxidation-reduction_process,peroxisome
Hsym|HyS0001.209,XP_012553889.1_PREDICTED:_archaemetzincin-2-like_isoform_X1_[Hydra_vulgaris],1.50E-84,Archaemetzincin-2,NA,metallopeptidase_activity,proteolysis,NA
Hsym|HyS0001.211,XP_020909824.1_uncharacterized_protein_LOC110247706_[Exaiptasia_pallida],1.40E-273,tRNA-splicing_endonuclease_positive_effector,NA,helicase_activity,"nuclear-transcribed_mRNA_catabolic_process,_nonsense-mediated_decay",cytoplasm
Hsym|HyS0001.212,XP_015751986.1_PREDICTED:_leucine-rich_repeat-containing_protein_74B-like_[Acropora_digitifera],1.30E-32,Leucine-rich_repeat-containing_protein_74A,NA,calcium_ion_binding,NA,NA
Hsym|HyS0001.213,XP_002155679.3_PREDICTED:_protein_FAM73A-like_[Hydra_vulgaris],5.00E-128,Mitoguardin_1,NA,protein_homodimerization_activity,mitochondrial_fusion,mitochondrial_outer_membrane
Hsym|HyS0001.214,XP_027046958.1_activating_molecule_in_BECN1-regulated_autophagy_protein_1-like_[Pocillopora_damicornis],1.30E-102,Activating_molecule_in_BECN1-regulated_autophagy_protein_1,AMBRA1,metal_ion_binding,autophagy,RSF_complex
Hsym|HyS0001.215,XP_002162455.3_PREDICTED:_uncharacterized_protein_LOC100208400_[Hydra_vulgaris],1.40E-83,Hexosyltransferase,NA,galactosyltransferase_activity,protein_glycosylation,Golgi_apparatus
Hsym|HyS0001.216,XP_012555548.1_PREDICTED:_cholinephosphotransferase_1-like_[Hydra_vulgaris],4.20E-124,Choline/ethanolaminephosphotransferase,NA,"phosphotransferase_activity,_for_other_substituted_phosphate_groups",phospholipid_biosynthetic_process,integral_component_of_membrane
Hsym|HyS0001.217,XP_002156912.2_PREDICTED:_zinc_finger_protein_683-like_isoform_X1_[Hydra_vulgaris],3.30E-05,NA,NA,NA,NA,NA
Hsym|HyS0001.218,XP_002166169.3_PREDICTED:_activating_molecule_in_BECN1-regulated_autophagy_protein_1-like_[Hydra_vulgaris],7.30E-45,Activating_molecule_in_BECN1-regulated_autophagy_protein_1,AMBRA1,nucleic_acid_binding,autophagy,RSF_complex
Hsym|HyS0001.220,XP_002166169.3_PREDICTED:_activating_molecule_in_BECN1-regulated_autophagy_protein_1-like_[Hydra_vulgaris],3.40E-34,Activating_molecule_in_BECN1-regulated_autophagy_protein_1,NA,NA,autophagy,NA
Hsym|HyS0001.221,XP_002162455.3_PREDICTED:_uncharacterized_protein_LOC100208400_[Hydra_vulgaris],1.90E-78,Hexosyltransferase,NA,galactosyltransferase_activity,protein_glycosylation,Golgi_membrane
Hsym|HyS0001.222,XP_002162455.3_PREDICTED:_uncharacterized_protein_LOC100208400_[Hydra_vulgaris],8.30E-55,Hexosyltransferase,NA,UDP-galactosyltransferase_activity,protein_O-linked_glycosylation,Golgi_membrane
Hsym|HyS0001.224,XP_012562957.1_PREDICTED:_discoidin_domain-containing_receptor_2_isoform_X2_[Hydra_vulgaris],2.80E-218,Discoidin_domain_receptor_tyrosine_kinase_2,DDR2,transmembrane_receptor_protein_tyrosine_kinase_activity,peptidyl-tyrosine_phosphorylation,integral_component_of_plasma_membrane
Hsym|HyS0001.225,XP_002157093.2_PREDICTED:_uncharacterized_protein_LOC100200850_[Hydra_vulgaris],7.40E-131,"Ankyrin_repeat_protein,_putative",NA,NA,NA,NA
Hsym|HyS0001.226,XP_012562957.1_PREDICTED:_discoidin_domain-containing_receptor_2_isoform_X2_[Hydra_vulgaris],3.90E-64,NA,NA,NA,NA,NA
Hsym|HyS0001.227,KXJ19982.1_V(D)J_recombination_activating_protein_1_[Exaiptasia_pallida],1.20E-31,NA,NA,NA,NA,NA
Hsym|HyS0001.228,XP_002165507.1_PREDICTED:_ruvB-like_2_[Hydra_vulgaris],4.50E-232,DNA_helicase,RUVBL2,5'-3'_DNA_helicase_activity,DNA_duplex_unwinding,R2TP_complex
Hsym|HyS0001.229,XP_012566912.1_PREDICTED:_bcl-2-related_ovarian_killer_protein-like_[Hydra_vulgaris],6.80E-60,Bcl-2-related_ovarian_killer_protein,NA,NA,regulation_of_apoptotic_process,integral_component_of_membrane
Hsym|HyS0001.231,XP_028407652.1_vesicular_inhibitory_amino_acid_transporter-like_[Dendronephthya_gigantea],7.90E-101,Vesicular_inhibitory_amino_acid_transporter,NA,NA,NA,integral_component_of_membrane
Hsym|HyS0001.232,XP_004210036.2_PREDICTED:_adenylate_kinase_isoenzyme_5-like_[Hydra_vulgaris],4.70E-293,G-protein-signaling_modulator_1,AK1,nucleobase-containing_compound_kinase_activity,nucleoside_monophosphate_phosphorylation,cytoplasm
Hsym|HyS0001.233,XP_018008572.1_PREDICTED:_uncharacterized_protein_LOC108666247_[Hyalella_azteca],1.00E-34,NA,NA,NA,NA,NA
Hsym|HyS0001.234,XP_018958793.1_PREDICTED:_caspase-3-like_isoform_X1_[Cyprinus_carpio],3.90E-12,NA,NA,NA,NA,NA
Hsym|HyS0001.235,XP_012866129.1_PREDICTED:_caspase-8_isoform_X1_[Dipodomys_ordii],2.60E-08,NA,NA,NA,NA,NA
Hsym|HyS0001.236,XP_028408491.1_uncharacterized_protein_LOC114531047_[Dendronephthya_gigantea],8.60E-66,NA,NA,NA,NA,NA
Hsym|HyS0001.237,XP_012557953.1_PREDICTED:_Na(+)/H(+)_exchanger_beta-like_[Hydra_vulgaris],1.90E-216,Sodium/hydrogen_exchanger,NA,sodium:proton_antiporter_activity,regulation_of_pH,integral_component_of_membrane
Hsym|HyS0001.238,XP_012557953.1_PREDICTED:_Na(+)/H(+)_exchanger_beta-like_[Hydra_vulgaris],8.60E-212,Sodium/hydrogen_exchanger,NA,sodium:proton_antiporter_activity,regulation_of_pH,integral_component_of_membrane
Hsym|HyS0001.239,XP_002164178.1_PREDICTED:_tubulin_delta_chain-like_[Hydra_vulgaris],3.40E-149,Tubulin_delta_chain,TUBD1,structural_constituent_of_cytoskeleton,microtubule-based_process,microtubule
Hsym|HyS0001.240,XP_002158660.2_PREDICTED:_uncharacterized_protein_LOC100204188_[Hydra_vulgaris],1.70E-93,NA,NA,NA,NA,NA
Hsym|HyS0001.241,XP_002168124.1_PREDICTED:_uncharacterized_protein_LOC100206690_[Hydra_vulgaris],4.30E-28,NA,NA,NA,NA,NA
Hsym|HyS0001.242,KXJ09558.1_Galactosylceramide_sulfotransferase_[Exaiptasia_pallida],1.50E-91,NA,NA,NA,NA,NA
Hsym|HyS0001.243,XP_002165175.1_PREDICTED:_clavaminate_synthase-like_protein_At3g21360_[Hydra_vulgaris],2.90E-99,NA,NA,NA,NA,NA
Hsym|HyS0001.244,XP_002164501.2_PREDICTED:_E3_ubiquitin-protein_ligase_RFWD2-like_[Hydra_vulgaris],2.80E-272,Ring_finger_and_WD_repeat_domain_2,RFWD2,ubiquitin_protein_ligase_activity,positive_regulation_of_proteasomal_ubiquitin-dependent_protein_catabolic_process,Cul4A-RING_E3_ubiquitin_ligase_complex
Hsym|HyS0001.245,XP_004206557.2_PREDICTED:_WD_repeat_domain-containing_protein_83-like_[Hydra_vulgaris],1.90E-100,Mitogen-activated_protein_kinase_organizer_1,WDR83,kinase_activity,"mRNA_splicing,_via_spliceosome",catalytic_step_2_spliceosome
Hsym|HyS0001.247,XP_012553893.1_PREDICTED:_general_transcription_factor_IIH_subunit_1-like_[Hydra_vulgaris],6.20E-171,General_transcription_factor_IIH_subunit,GTF2H1,RNA_polymerase_II_CTD_heptapeptide_repeat_kinase_activity,nucleotide-excision_repair,transcription_factor_TFIIH_core_complex
Hsym|HyS0001.248,XP_012563962.1_PREDICTED:_myotubularin-related_protein_13-like_[Hydra_vulgaris],0,SET_binding_factor_2,NA,phosphatase_regulator_activity,regulation_of_GTPase_activity,nucleoplasm_part
Hsym|HyS0001.249,XP_015754417.1_PREDICTED:_carbohydrate_sulfotransferase_1-like_isoform_X1_[Acropora_digitifera],4.30E-28,Nucleolar_and_coiled-body_phosphoprotein_1,NA,NA,NA,nucleolus
Hsym|HyS0001.253,XP_002163471.1_PREDICTED:_60S_ribosomal_protein_L7a-like_[Hydra_vulgaris],2.30E-121,Photolyase/cryptochrome_alpha/beta_domain-containing_protein,RPL7A,RNA_binding,ribosome_biogenesis,ribonucleoprotein_complex
Hsym|HyS0001.254,XP_002154507.1_PREDICTED:_mediator_of_RNA_polymerase_II_transcription_subunit_22-like_[Hydra_vulgaris],4.60E-49,Mediator_of_RNA_polymerase_II_transcription_subunit,MED22,transcription_coregulator_activity,regulation_of_transcription_by_RNA_polymerase_II,mediator_complex
Hsym|HyS0001.255,XP_012557014.1_PREDICTED:_helicase_SKI2W-like_[Hydra_vulgaris],0,Superkiller_viralicidic_activity_2_(S._cerevisiae_homolog)-like,SKIV2L,RNA_helicase_activity,RNA_catabolic_process,Ski_complex
Hsym|HyS0001.256,XP_002156799.1_PREDICTED:_CAS1_domain-containing_protein_1-like_isoform_X1_[Hydra_vulgaris],1.30E-167,O-acetyltransferase_family_protein_isoform_2,NA,acetyltransferase_activity,xylan_acetylation,Golgi_apparatus
Hsym|HyS0001.257,"XP_020604159.1_methylmalonic_aciduria_type_A_protein,_mitochondrial-like_[Orbicella_faveolata]",7.00E-105,G-protein_chaperone_required_for_conversion_of_methylmalonyl-CoA_to_succinyl-CoA,MMAA,GTPase_activity,phosphorylation,transcription_factor_complex
Hsym|HyS0001.258,XP_002156272.1_PREDICTED:_78_kDa_glucose-regulated_protein-like_[Hydra_vulgaris],2.10E-296,Endoplasmic_reticulum_chaperone_BiP,NA,ATP_binding,response_to_yeast,endoplasmic_reticulum_chaperone_complex
Hsym|HyS0001.259,XP_014780512.1_PREDICTED:_carbonic_anhydrase_12-like_isoform_X1_[Octopus_bimaculoides],3.20E-31,NA,NA,NA,NA,NA
Hsym|HyS0001.260,XP_002164260.2_PREDICTED:_dynamin-1_isoform_X1_[Hydra_vulgaris],0,Dynamin,NA,GTPase_activity,endocytosis,microtubule
Hsym|HyS0001.261,XP_012558079.1_PREDICTED:_meiosis_1_arrest_protein-like_[Hydra_vulgaris],3.20E-49,NA,NA,NA,NA,NA
Hsym|HyS0001.262,XP_012559393.1_PREDICTED:_kelch-like_protein_20_[Hydra_vulgaris],6.40E-130,BTB_domain-containing_protein_(Fragment),KLHL20,interferon-gamma_binding,protein_K33-linked_ubiquitination,PML_body
Hsym|HyS0001.263,XP_785800.2_PREDICTED:_glutathione_S-transferase_P_[Strongylocentrotus_purpuratus],8.30E-74,Glutathione_S-transferase,NA,glutathione_transferase_activity,glutathione_metabolic_process,cytosol
Hsym|HyS0001.264,XP_004209769.1_PREDICTED:_tctex1_domain-containing_protein_3-like_[Hydra_vulgaris],2.70E-29,Tctex1_domain-containing_protein_1,NA,NA,NA,NA
Hsym|HyS0001.265,XP_002157094.3_PREDICTED:_uncharacterized_protein_LOC100204652_isoform_X1_[Hydra_vulgaris],2.50E-58,NA,NA,NA,NA,NA
Hsym|HyS0001.266,XP_012560124.1_PREDICTED:_uncharacterized_protein_LOC105846192_[Hydra_vulgaris],9.80E-67,NA,NA,NA,NA,NA
Hsym|HyS0001.267,XP_012560124.1_PREDICTED:_uncharacterized_protein_LOC105846192_[Hydra_vulgaris],4.80E-53,NA,NA,NA,NA,NA
Hsym|HyS0001.268,XP_002157093.2_PREDICTED:_uncharacterized_protein_LOC100200850_[Hydra_vulgaris],8.50E-119,NA,NA,NA,NA,NA
Hsym|HyS0001.269,XP_002732203.1_PREDICTED:_protein-glutamine_gamma-glutamyltransferase_K-like_[Saccoglossus_kowalevskii],1.60E-123,Hemocyte_protein-glutamine_gamma-glutamyltransferase,NA,protein-glutamine_gamma-glutamyltransferase_activity,peptide_cross-linking,collagen-containing_extracellular_matrix
Hsym|HyS0001.271,XP_027054675.1_uncharacterized_protein_LOC113681753_[Pocillopora_damicornis],4.50E-61,NA,NA,NA,NA,NA
Hsym|HyS0001.272,XP_012554789.1_PREDICTED:_alpha-tubulin_N-acetyltransferase_1-like_isoform_X2_[Hydra_vulgaris],6.90E-56,Alpha-tubulin_N-acetyltransferase,ATAT1,tubulin_N-acetyltransferase_activity,alpha-tubulin_acetylation,microtubule
Hsym|HyS0001.273,XP_012560885.1_PREDICTED:_choline_transporter-like_protein_4_isoform_X2_[Hydra_vulgaris],4.30E-279,LOW_QUALITY_PROTEIN:_choline_transporter-like_protein_4,SLC44A2,thiamine_pyrophosphate_transmembrane_transporter_activity,acetylcholine_secretion,apical_plasma_membrane
Hsym|HyS0001.274,XP_019639836.1_PREDICTED:_uncharacterized_protein_LOC109481690_[Branchiostoma_belcheri],1.30E-18,NA,NA,NA,NA,NA
Hsym|HyS0001.275,"XP_002160653.1_PREDICTED:_E3_ubiquitin-protein_ligase_Praja-1-like,_partial_[Hydra_vulgaris]",7.70E-71,RING_finger_protein_38,NA,ubiquitin-protein_transferase_activity,behavioral_response_to_ethanol,nucleus
Hsym|HyS0001.276,XP_027045027.1_uncharacterized_protein_LOC113672880_[Pocillopora_damicornis],4.80E-303,Soluble_adenylyl_cyclase,NA,phosphorus-oxygen_lyase_activity,cyclic_nucleotide_biosynthetic_process,cytoplasm
Hsym|HyS0001.277,XP_009060805.1_hypothetical_protein_LOTGIDRAFT_234488_[Lottia_gigantea],6.20E-06,NA,NA,NA,NA,NA
Hsym|HyS0001.280,XP_020603364.1_putative_uncharacterized_protein_DDB_G0274435_[Orbicella_faveolata],5.10E-11,NA,NA,NA,NA,NA
Hsym|HyS0001.281,XP_012563848.1_PREDICTED:_Niemann-Pick_C1_protein-like_[Hydra_vulgaris],0,NPC_intracellular_cholesterol_transporter_1,NPC1,lipid_transporter_activity,lipid_transport,integral_component_of_lysosomal_membrane
Hsym|HyS0001.282,XP_012566452.1_PREDICTED:_putative_uncharacterized_protein_DDB_G0282133_[Hydra_vulgaris],5.60E-12,NA,NA,NA,NA,NA
Hsym|HyS0001.283,XP_015777259.1_PREDICTED:_leucine-rich_repeat-containing_protein_42-like_[Acropora_digitifera],9.50E-18,NA,NA,NA,NA,NA
Hsym|HyS0001.284,XP_019631235.1_PREDICTED:_LOW_QUALITY_PROTEIN:_leucine-rich_repeat-containing_protein_42-like_[Branchiostoma_belcheri],2.60E-06,Leucine-rich_repeat-containing_protein_42,LRRC42,thyroxine_5'-deiodinase_activity,oxidation-reduction_process,NA
Hsym|HyS0001.285,QBL02596.1_biogenic_amine-like_GPCR_[Tripedalia_cystophora],8.70E-06,NA,NA,NA,NA,NA
Hsym|HyS0001.286,QBL02596.1_biogenic_amine-like_GPCR_[Tripedalia_cystophora],6.90E-14,7_transmembrane_protein,NA,G_protein-coupled_receptor_activity,G_protein-coupled_receptor_signaling_pathway,integral_component_of_membrane
Hsym|HyS0001.287,XP_012563043.1_PREDICTED:_uncharacterized_protein_LOC100201194_[Hydra_vulgaris],5.10E-36,NA,NA,NA,NA,NA
Hsym|HyS0001.288,XP_002161138.1_PREDICTED:_dnaJ_homolog_subfamily_C_member_25_homolog_[Hydra_vulgaris],6.20E-116,DnaJ_domain_containing_protein_5,NA,GTP_binding,protein_folding,integral_component_of_membrane
Hsym|HyS0001.289,XP_002156947.2_PREDICTED:_F-box/LRR-repeat_protein_12-like_[Hydra_vulgaris],3.20E-70,F-box/LRR-repeat_protein_12_(Fragment),NA,NA,NA,NA
Hsym|HyS0001.290,XP_013394346.1_uncharacterized_protein_LOC106161835_[Lingula_anatina],1.60E-44,NA,NA,NA,NA,NA
Hsym|HyS0001.291,XP_002155519.1_PREDICTED:_P2X_receptor_E-like_[Hydra_vulgaris],3.80E-111,NA,NA,NA,NA,NA
Hsym|HyS0001.292,XP_012565920.1_PREDICTED:_protein_lin-7_homolog_C-like_[Hydra_vulgaris],3.10E-75,Putative_receptor_targeting_protein_lin-7,NA,L27_domain_binding,neurotransmitter_secretion,MPP7-DLG1-LIN7_complex
Hsym|HyS0001.293,RMX48658.1_hypothetical_protein_pdam_00018604_[Pocillopora_damicornis],1.70E-255,Glutamate_receptor_3.1,NA,G_protein-coupled_receptor_activity,G_protein-coupled_receptor_signaling_pathway,integral_component_of_membrane
Hsym|HyS0001.295,XP_012565913.1_PREDICTED:_probable_zinc_transporter_cis4_[Hydra_vulgaris],3.10E-05,FKBP-type_peptidyl-prolyl_cis-trans_isomerase_FkpA,NA,peptidyl-prolyl_cis-trans_isomerase_activity,protein_secretion_by_the_type_IV_secretion_system,integral_component_of_membrane
Hsym|HyS0001.296,XP_012561092.1_PREDICTED:_uncharacterized_protein_LOC101240922_[Hydra_vulgaris],4.30E-08,NA,NA,NA,NA,NA
Hsym|HyS0001.297,XP_002156907.2_PREDICTED:_putative_glutathione-specific_gamma-glutamylcyclotransferase_2_isoform_X1_[Hydra_vulgaris],1.90E-49,Glutathione-specific_gamma-glutamylcyclotransferase_2,CHAC2,glutathione_specific_gamma-glutamylcyclotransferase_activity,glutathione_catabolic_process,cytoplasm
